City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
181,Katsuura,JP,35.13,140.3,48.0,40,100,3.0,overcast clouds,0.0,0.0
182,Kondinskoye,RU,59.65,67.41,-27.2,85,11,7.78,few clouds,0.0,0.0
183,Port Hawkesbury,CA,45.62,-61.35,32.0,96,90,21.92,snow,0.0,1.54
184,Ulaanbaatar,MN,47.91,106.88,-32.8,59,90,2.24,smoke,0.0,0.0
185,Sitio Novo Do Tocantins,BR,-5.52,-47.46,75.29,89,57,3.56,moderate rain,2.734,0.0
186,Bonthe,SL,7.53,-12.51,79.09,84,0,6.26,clear sky,0.0,0.0
187,Tessalit,ML,20.2,1.01,59.7,30,0,3.31,clear sky,0.0,0.0
188,Masunga,BW,-20.62,27.45,63.86,83,90,17.29,overcast clouds,0.0,0.0
189,Uporovo,RU,56.31,66.27,-21.68,85,78,10.27,broken clouds,0.0,0.0
190,Hamilton,US,39.18,-84.53,39.2,80,90,5.82,overcast clouds,0.0,0.0
191,Bosaso,SO,11.28,49.18,71.92,77,53,2.44,broken clouds,0.0,0.0
192,Sokolka,PL,53.41,23.5,37.0,94,100,4.88,overcast clouds,0.0,0.0
193,Aripuana,BR,-9.17,-60.63,72.59,90,20,0.89,few clouds,0.0,0.0
194,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,15.8,47,97,11.18,overcast clouds,0.0,0.0
195,Laguna,US,38.42,-121.42,51.01,87,75,4.7,mist,0.0,0.0
196,Watertown,US,42.37,-71.18,37.0,69,20,13.87,few clouds,0.0,0.0
197,Ulaangom,MN,49.98,92.07,-24.81,84,46,0.49,scattered clouds,0.0,0.0
198,Novo Cruzeiro,BR,-17.47,-41.88,63.97,99,99,2.55,overcast clouds,0.0,0.0
199,Arlit,NE,18.74,7.39,72.23,21,0,5.01,clear sky,0.0,0.0
200,Bubaque,GW,11.28,-15.83,79.72,62,0,7.72,clear sky,0.0,0.0
201,Tarrafal,CV,15.28,-23.77,71.6,83,20,10.29,few clouds,0.0,0.0
202,Zhezkazgan,KZ,47.8,67.71,-7.73,88,2,9.75,clear sky,0.0,0.0
203,Dingle,PH,11.0,122.67,81.57,84,100,13.82,light rain,0.97,0.0
204,Grand Gaube,MU,-20.01,57.66,72.0,79,0,1.99,clear sky,0.0,0.0
205,Vila Franca Do Campo,PT,37.72,-25.43,59.0,87,75,28.86,light rain,0.24,0.0
206,Ponta Do Sol,PT,32.67,-17.1,59.0,62,75,6.93,broken clouds,0.0,0.0
207,Biak,ID,-0.91,122.88,84.81,64,93,0.85,overcast clouds,0.0,0.0
208,Bethlehem,BR,-1.46,-48.5,75.2,88,0,6.93,clear sky,0.0,0.0
209,Tura,IN,25.52,90.22,60.87,70,100,3.06,overcast clouds,0.0,0.0
210,Rovaniemi,FI,66.5,25.72,15.8,92,90,6.93,overcast clouds,0.0,0.0
211,Serednye Vodyane,UA,47.98,23.91,39.2,60,45,6.93,scattered clouds,0.0,0.0
212,Nouadhibou,MR,20.93,-17.03,62.6,77,39,11.41,scattered clouds,0.0,0.0
213,Provideniya,RU,64.38,-173.3,-0.94,83,100,22.24,overcast clouds,0.0,0.0
214,Batemans Bay,AU,-35.72,150.18,70.0,100,90,1.99,light rain,0.13,0.0
215,Marawi,PH,8.0,124.29,79.93,66,82,3.18,light rain,0.29,0.0
216,Ola,RU,59.58,151.28,-4.25,89,100,15.12,light snow,0.0,0.15
217,Sioux Lookout,CA,50.1,-91.92,24.8,92,90,9.17,mist,0.0,0.0
218,Road Town,VG,18.42,-64.62,77.0,65,40,12.75,scattered clouds,0.0,0.0
219,Dunedin,NZ,-45.87,170.5,60.48,87,98,4.21,light rain,0.273,0.0
220,Bashtanka,UA,47.41,32.44,35.46,86,0,7.83,clear sky,0.0,0.0
221,Sfantu Gheorghe,RO,45.87,25.78,37.99,88,65,3.89,broken clouds,0.0,0.0
222,Barrow,US,71.29,-156.79,-7.6,69,90,8.05,overcast clouds,0.0,0.0
223,Varhaug,NO,58.61,5.65,35.6,64,0,11.41,clear sky,0.0,0.0
224,Radeberg,DE,51.12,13.92,35.01,97,90,11.41,snow,0.0,1.62
225,Hasaki,JP,35.73,140.83,43.0,41,40,5.82,scattered clouds,0.0,0.0
226,Pangnirtung,CA,66.15,-65.71,-18.89,81,99,2.44,overcast clouds,0.0,0.0
227,Faanui,PF,-16.48,-151.75,80.26,77,13,16.67,few clouds,0.0,0.0
228,Avera,US,33.19,-82.53,60.8,98,90,3.36,heavy intensity rain,1.69,0.0
229,Sitka,US,57.05,-135.33,41.0,90,75,3.36,broken clouds,0.0,0.0
230,College,US,64.86,-147.8,-6.0,76,40,2.86,scattered clouds,0.0,0.0
231,Bredasdorp,ZA,-34.53,20.04,57.2,87,100,1.12,overcast clouds,0.0,0.0
232,Chumikan,RU,54.72,135.31,-19.25,77,100,21.85,overcast clouds,0.0,0.0
233,Souillac,MU,-20.52,57.52,75.2,78,75,14.99,shower rain,0.0,0.0
234,Marsabit,KE,2.33,37.99,64.89,85,83,8.41,broken clouds,0.0,0.0
235,Roros,NO,62.57,11.38,6.8,84,0,2.24,light snow,0.0,0.0
236,Tromso,NO,69.65,18.96,33.8,95,75,8.05,light shower snow,0.0,0.17
237,Lubumbashi,CD,-11.66,27.48,62.46,98,100,2.77,light rain,0.24,0.0
238,Ahipara,NZ,-35.17,173.17,70.9,68,78,2.91,broken clouds,0.0,0.0
239,Rio Grande,BR,-32.03,-52.1,66.99,72,0,13.49,clear sky,0.0,0.0
240,Orbetello,IT,42.44,11.22,48.2,76,40,8.05,scattered clouds,0.0,0.0
241,Summerville,US,33.02,-80.18,68.0,100,90,4.7,overcast clouds,0.0,0.0
242,Palmas Bellas,PA,9.23,-80.09,79.0,90,8,5.01,clear sky,0.0,0.0
243,Malakal,SS,9.53,31.66,72.1,37,96,4.72,overcast clouds,0.0,0.0
244,Mirzapur,IN,25.15,82.58,53.6,81,40,3.36,fog,0.0,0.0
245,Arraial Do Cabo,BR,-22.97,-42.03,72.01,90,100,6.22,moderate rain,2.05,0.0
246,Codrington,AU,-38.27,141.97,65.23,82,87,18.92,overcast clouds,0.0,0.0
247,Qaanaaq,GL,77.48,-69.36,-3.35,76,12,2.77,few clouds,0.0,0.0
248,Itaueira,BR,-7.6,-43.03,76.98,70,90,1.88,overcast clouds,0.0,0.0
249,Alice Springs,AU,-23.7,133.88,91.4,19,75,13.87,broken clouds,0.0,0.0
250,Shingu,JP,33.73,135.98,46.4,49,75,19.46,broken clouds,0.0,0.0
251,Pumiao,CN,22.75,108.48,50.0,71,0,4.47,clear sky,0.0,0.0
252,Valdivia,CL,-39.81,-73.25,59.0,82,0,4.7,clear sky,0.0,0.0
253,Lompoc,US,34.64,-120.46,53.6,93,1,9.17,clear sky,0.0,0.0
254,Boa Vista,BR,2.82,-60.67,78.8,88,40,3.36,heavy intensity rain,7.78,0.0
255,Imbituba,BR,-28.24,-48.67,69.8,83,20,5.26,few clouds,0.0,0.0
256,Bentiu,SS,9.23,29.83,71.24,31,100,4.27,overcast clouds,0.0,0.0
257,Kalmunai,LK,7.42,81.82,79.54,85,100,7.76,moderate rain,1.4144,0.0
258,Akdepe,TM,42.06,59.38,15.8,72,0,9.17,clear sky,0.0,0.0
259,Lata,PT,40.16,-8.33,45.0,100,0,2.24,mist,0.0,0.0
260,Rawson,AR,-43.3,-65.1,76.12,32,12,16.82,few clouds,0.0,0.0
261,Longyearbyen,SJ,78.22,15.64,33.8,80,75,12.75,light snow,0.0,0.0
262,Storforshei,NO,66.4,14.52,20.82,88,0,1.07,clear sky,0.0,0.0
263,Thompson,CA,55.74,-97.86,10.4,85,90,5.82,light snow,0.0,0.38
264,Zhigansk,RU,66.77,123.37,-29.52,84,100,9.53,overcast clouds,0.0,0.0
265,Ancud,CL,-41.87,-73.82,64.0,77,75,6.93,broken clouds,0.0,0.0
266,Chara,RU,56.91,118.26,-24.29,72,44,1.43,scattered clouds,0.0,0.0
267,Marsa Matruh,EG,31.35,27.25,55.4,82,0,5.95,clear sky,0.0,0.0
268,Namikupa,TZ,-10.83,39.6,69.49,95,76,2.21,broken clouds,0.0,0.0
269,Pierre,US,44.37,-100.35,26.6,79,1,6.69,clear sky,0.0,0.0
270,Doka,SD,13.52,35.77,70.16,49,3,11.7,clear sky,0.0,0.0
271,Norman Wells,CA,65.28,-126.83,-14.8,75,90,9.17,light snow,0.0,0.0
272,Pochutla,MX,15.74,-96.47,82.4,65,5,4.29,clear sky,0.0,0.0
273,Homestead,US,25.47,-80.48,70.0,77,1,4.7,clear sky,0.0,0.0
274,Itoigawa,JP,37.03,137.85,33.01,86,100,7.61,light snow,0.0,0.46
275,Port Lincoln,AU,-34.73,135.87,66.96,66,100,13.31,overcast clouds,0.0,0.0
276,Pitimbu,BR,-7.47,-34.81,78.8,88,20,8.05,few clouds,0.0,0.0
277,Muros,ES,42.78,-9.06,37.0,96,14,4.16,few clouds,0.0,0.0
278,Nanortalik,GL,60.14,-45.24,28.11,96,55,2.21,broken clouds,0.0,0.0
279,Vao,NC,-22.67,167.48,79.48,80,100,4.12,overcast clouds,0.0,0.0
280,Comodoro Rivadavia,AR,-45.87,-67.5,78.8,36,0,28.86,clear sky,0.0,0.0
281,Jinchang,CN,38.5,102.17,17.98,74,0,6.44,clear sky,0.0,0.0
282,Adamas,GR,36.73,24.43,60.8,82,100,6.93,overcast clouds,0.0,0.0
283,Mecca,SA,21.43,39.83,73.27,74,50,3.04,scattered clouds,0.0,0.0
284,Cockburn Town,TC,21.46,-71.14,77.0,69,40,14.99,scattered clouds,0.0,0.0
285,Namatanai,PG,-3.67,152.43,86.36,66,100,6.08,overcast clouds,0.0,0.0
286,Asau,RO,46.43,26.4,32.0,68,32,3.22,scattered clouds,0.0,0.0
287,Lotofaga,WS,-13.98,-171.86,75.2,100,90,5.82,moderate rain,2.32,0.0
288,Mahajanga,MG,-15.72,46.32,77.0,78,20,5.82,few clouds,0.0,0.0
289,Touros,BR,-5.2,-35.46,78.8,83,40,5.82,scattered clouds,0.0,0.0
290,Kabalo,CD,-6.05,26.92,67.48,97,100,1.9,light rain,0.96,0.0
291,Danville,US,36.59,-79.39,48.99,100,1,3.36,mist,0.0,0.0
292,Chuy,UY,-33.7,-53.46,62.65,80,0,8.41,clear sky,0.0,0.0
293,Kamenka,RU,51.32,42.77,27.0,98,57,7.56,broken clouds,0.0,0.0
294,Dikson,RU,73.51,80.55,9.82,96,100,10.18,overcast clouds,0.0,0.0
295,Egvekinot,RU,66.32,-179.17,-12.64,85,57,21.3,broken clouds,0.0,0.0
296,Tigil,RU,57.8,158.67,10.33,95,100,4.34,overcast clouds,0.0,0.0
297,Geilo,NO,60.53,8.21,13.28,88,0,3.96,clear sky,0.0,0.0
298,Vung Tau,VN,10.35,107.08,76.78,79,83,6.42,broken clouds,0.0,0.0
299,Nabire,ID,-3.37,135.48,84.0,68,100,0.69,overcast clouds,0.0,0.0
300,Klaksvik,FO,62.23,-6.59,35.6,100,100,5.82,overcast clouds,0.0,0.0
301,Thunder Bay,CA,48.4,-89.32,21.99,100,90,3.36,mist,0.0,0.0
302,Itoman,JP,26.12,127.67,66.2,63,75,9.17,broken clouds,0.0,0.0
303,Bambanglipuro,ID,-7.95,110.28,83.55,66,100,4.21,overcast clouds,0.0,0.0
304,Tomatlan,MX,19.93,-105.25,61.74,69,23,1.81,few clouds,0.0,0.0
305,Ilulissat,GL,69.22,-51.1,15.8,66,100,1.12,overcast clouds,0.0,0.0
306,Hofn,IS,64.25,-15.21,42.66,90,100,0.94,overcast clouds,0.0,0.0
307,Victoria,HK,22.29,114.16,64.0,48,3,1.01,clear sky,0.0,0.0
308,Colquechaca,BO,-18.67,-66.02,39.22,100,93,3.58,overcast clouds,0.0,0.0
309,Honiara,SB,-9.43,159.95,89.6,52,75,3.36,broken clouds,0.0,0.0
310,Pishin,PK,30.58,67.0,31.78,78,0,1.32,clear sky,0.0,0.0
311,Saryg-Sep,RU,51.5,95.6,-23.39,84,100,0.51,overcast clouds,0.0,0.0
312,Gravdal,NO,68.12,13.5,40.17,71,99,7.0,light rain,0.2016,0.0
313,Kulhudhuffushi,MV,6.62,73.07,81.21,72,66,5.39,broken clouds,0.0,0.0
314,Sarai,RU,53.75,41.02,27.16,97,20,9.4,few clouds,0.0,0.0
315,Vermillion,US,42.78,-96.93,25.0,85,1,4.7,clear sky,0.0,0.0
316,Kokstad,ZA,-30.55,29.42,57.88,74,80,3.36,broken clouds,0.0,0.0
317,Erzin,TR,36.96,36.2,48.2,100,40,5.82,scattered clouds,0.0,0.0
318,Marrakesh,MA,31.63,-8.01,50.0,66,75,6.93,broken clouds,0.0,0.0
319,Mogadouro,PT,41.34,-6.71,27.0,92,0,2.08,clear sky,0.0,0.0
320,Korla,CN,41.76,86.15,14.76,87,12,10.87,few clouds,0.0,0.0
321,Namibe,AO,-15.2,12.15,71.28,76,100,3.62,overcast clouds,0.0,0.0
322,Sistranda,NO,63.73,8.83,28.4,86,0,10.29,clear sky,0.0,0.0
323,Gazanjyk,TM,39.24,55.52,31.95,90,0,5.84,clear sky,0.0,0.0
324,Rio Gallegos,AR,-51.62,-69.22,60.8,36,75,16.11,light intensity shower rain,0.0,0.0
325,Kishi,NG,9.08,3.85,74.55,84,0,8.14,clear sky,0.0,0.0
326,Kanniyakumari,IN,8.08,77.57,77.47,82,28,20.24,scattered clouds,0.0,0.0
327,Hlukhiv,UA,51.68,33.92,31.66,97,73,7.34,broken clouds,0.0,0.0
328,Kalach-Na-Donu,RU,48.69,43.53,33.8,100,75,11.18,broken clouds,0.0,0.0
329,Belomorsk,RU,64.52,34.77,27.91,99,100,4.68,overcast clouds,0.0,0.0
330,Sao Felix Do Xingu,BR,-6.64,-51.99,69.93,93,11,1.74,light rain,0.13,0.0
331,Ambulu,ID,-8.35,113.61,84.6,68,25,1.83,scattered clouds,0.0,0.0
332,Dakar,SN,14.69,-17.44,68.0,94,0,9.17,clear sky,0.0,0.0
333,Talaya,RU,61.38,152.75,-21.26,83,100,9.01,overcast clouds,0.0,0.0
334,Semnan,IR,35.57,53.4,35.26,68,0,1.1,clear sky,0.0,0.0
335,Anadyr,RU,64.75,177.48,8.6,65,40,26.84,scattered clouds,0.0,0.0
336,Los Llanos De Aridane,ES,28.66,-17.92,62.6,72,40,6.93,scattered clouds,0.0,0.0
337,Bairiki,KI,1.33,172.98,86.0,74,40,9.17,scattered clouds,0.0,0.0
338,Westport,US,41.14,-73.36,39.2,64,1,3.36,clear sky,0.0,0.0
339,Las Cruces,US,32.31,-106.78,46.99,27,49,12.06,scattered clouds,0.0,0.0
340,Port Hedland,AU,-20.32,118.57,93.2,71,11,12.75,few clouds,0.0,0.0
341,Praia Da Vitoria,PT,38.73,-27.07,60.01,82,75,29.3,moderate rain,2.46,0.0
342,Mpongwe,ZM,-13.51,28.16,62.26,98,94,3.2,light rain,0.61,0.0
343,Cap Malheureux,MU,-19.98,57.61,72.0,79,0,1.99,clear sky,0.0,0.0
344,Cidreira,BR,-30.18,-50.21,69.49,80,4,5.61,clear sky,0.0,0.0
345,Belaya Gora,RU,68.53,146.42,-32.6,83,78,2.89,broken clouds,0.0,0.0
346,Talbahat,IN,25.05,78.43,62.38,47,97,3.87,overcast clouds,0.0,0.0
347,Oranjestad,AW,12.52,-70.03,80.6,65,20,19.46,few clouds,0.0,0.0
348,Silopi,TR,37.25,42.47,47.61,51,83,3.15,broken clouds,0.0,0.0
349,Joshimath,IN,30.57,79.57,44.11,52,100,2.37,moderate rain,1.0378,0.0
350,Havre-Saint-Pierre,CA,50.23,-63.6,14.0,78,75,8.05,broken clouds,0.0,0.1
351,Okhotsk,RU,59.38,143.3,-17.99,77,85,19.3,overcast clouds,0.0,0.0
352,Jutai,BR,-5.18,-68.9,75.0,89,100,1.86,overcast clouds,0.0,0.0
353,Iqaluit,CA,63.75,-68.51,-13.0,75,20,2.21,few clouds,0.0,0.0
354,Coquimbo,CL,-29.95,-71.34,60.8,77,20,8.05,few clouds,0.0,0.0
355,Tabou,CI,4.42,-7.35,78.49,86,44,8.1,scattered clouds,0.0,0.0
356,Camacha,PT,33.08,-16.33,57.2,62,40,8.05,scattered clouds,0.0,0.0
357,Cochabamba,BO,-17.39,-66.16,68.0,52,40,5.82,light rain,0.13,0.0
358,Deep River,CA,46.1,-77.5,28.4,79,90,1.77,overcast clouds,0.0,0.0
359,Magadan,RU,59.57,150.8,-2.09,88,100,11.12,overcast clouds,0.0,0.0
360,San Policarpo,PH,12.18,125.51,82.74,83,57,14.67,light rain,0.41,0.0
361,Banda Aceh,ID,5.56,95.32,78.37,81,100,12.44,light rain,0.9802,0.0
362,Taiyuan,CN,37.87,112.56,24.8,45,0,2.24,clear sky,0.0,0.0
363,Denia,ES,38.84,0.11,44.01,46,100,8.01,overcast clouds,0.0,0.0
364,Concarneau,FR,47.88,-3.92,37.4,100,75,5.82,broken clouds,0.0,0.0
365,Merauke,ID,-8.47,140.33,88.32,63,99,9.04,overcast clouds,0.0,0.0
366,Asyut,EG,27.18,31.18,46.4,81,0,6.71,clear sky,0.0,0.0
367,Turukhansk,RU,65.82,87.98,-17.05,88,100,9.24,light snow,0.0,0.16
368,Aksay,RU,47.26,39.87,37.4,100,75,2.24,broken clouds,0.0,0.0
369,Copiapo,CL,-27.37,-70.33,62.6,82,0,11.41,clear sky,0.0,0.0
370,Saint Anthony,US,45.02,-93.22,23.0,79,1,4.7,haze,0.0,0.0
371,Kati,ML,12.74,-8.07,68.0,60,0,1.12,clear sky,0.0,0.0
372,Vegueta,PE,-11.02,-77.64,68.94,83,100,6.38,overcast clouds,0.0,0.0
373,Bukachacha,RU,52.98,116.92,-15.43,79,0,1.77,clear sky,0.0,0.0
374,Saldanha,ZA,-33.01,17.94,64.4,63,0,4.7,clear sky,0.0,0.0
375,Nemuro,JP,43.32,145.57,19.4,52,40,6.93,scattered clouds,0.0,0.0
376,Muyezerskiy,RU,63.93,31.65,33.42,98,100,4.47,overcast clouds,0.0,0.0
377,Kailua,US,21.4,-157.74,82.4,69,75,13.87,light rain,0.14,0.0
378,Vila Velha,BR,-20.33,-40.29,78.8,78,40,9.17,scattered clouds,0.0,0.0
379,Zlocieniec,PL,53.53,16.01,30.0,95,44,7.56,scattered clouds,0.0,0.0
380,Sobolevo,RU,54.43,31.9,31.23,99,98,6.53,overcast clouds,0.0,0.0
381,Adre,TD,13.47,22.2,65.19,24,84,9.8,broken clouds,0.0,0.0
382,Mandalgovi,MN,45.76,106.27,-12.44,86,37,9.71,light snow,0.0,0.1608
383,Itacare,BR,-14.28,-39.0,82.4,78,40,8.05,scattered clouds,0.0,0.0
384,Tateyama,JP,34.98,139.87,48.2,61,75,11.41,broken clouds,0.0,0.0
385,Pozo Colorado,PY,-23.49,-58.8,79.48,50,0,2.91,clear sky,0.0,0.0
386,Snyder,US,32.72,-100.92,35.6,69,1,10.29,clear sky,0.0,0.0
387,Kuah,MY,6.33,99.84,80.6,83,20,5.82,light rain,0.15,0.0
388,Alofi,NU,-19.06,-169.92,78.8,83,98,3.36,moderate rain,1.15,0.0
389,Fairlie,GB,55.76,-4.86,26.6,86,18,4.7,few clouds,0.0,0.0
390,Lufkin,US,31.34,-94.73,42.8,87,1,1.59,clear sky,0.0,0.0
391,Portland,US,45.52,-122.68,51.01,91,100,3.0,moderate rain,2.05,0.0
392,Gushikawa,JP,26.35,127.87,66.2,77,90,13.87,overcast clouds,0.0,0.0
393,Wuwei,CN,37.93,102.64,16.68,76,0,2.77,clear sky,0.0,0.0
394,Mitchell,US,43.71,-98.03,24.8,79,1,13.87,clear sky,0.0,0.0
395,Vestmannaeyjar,IS,63.44,-20.27,46.4,93,100,16.96,overcast clouds,0.0,0.0
396,Husavik,IS,66.04,-17.34,46.4,70,90,21.92,overcast clouds,0.0,0.0
397,Ayan,RU,56.45,138.17,-19.71,75,91,13.98,overcast clouds,0.0,0.0
398,Diu,IN,20.71,70.98,62.56,31,48,5.26,scattered clouds,0.0,0.0
399,Robertsport,LR,6.75,-11.37,80.19,83,0,8.63,clear sky,0.0,0.0
400,Trujillo,PE,-8.12,-79.03,66.2,88,40,10.29,light rain,0.47,0.0
401,Denpasar,ID,-8.65,115.22,80.6,88,75,6.93,broken clouds,0.0,0.0
402,Naze,JP,28.37,129.48,64.4,59,75,8.05,broken clouds,0.0,0.0
403,Takoradi,GH,4.88,-1.76,78.69,87,0,9.04,clear sky,0.0,0.0
404,Polson,US,47.69,-114.16,41.0,61,96,3.0,overcast clouds,0.0,0.0
405,Olafsvik,IS,64.89,-23.71,44.01,93,100,24.34,overcast clouds,0.0,0.0
406,Yangjiang,CN,21.85,111.97,63.0,35,0,11.45,clear sky,0.0,0.0
407,Uppsala,SE,60.0,17.75,33.01,98,100,4.7,overcast clouds,0.0,0.0
408,Nalut,LY,30.33,10.85,44.22,55,2,6.11,clear sky,0.0,0.0
409,Paracuru,BR,-3.41,-39.03,81.0,78,32,18.01,scattered clouds,0.0,0.0
410,Srednekolymsk,RU,67.45,153.68,-20.52,87,100,8.57,overcast clouds,0.0,0.0
411,Jasper,US,37.2,-94.35,30.2,92,75,3.65,mist,0.0,0.0
412,Cozumel,MX,20.51,-86.95,78.8,83,75,4.7,broken clouds,0.0,0.0
413,Nantucket,US,41.28,-70.1,42.8,74,20,21.92,few clouds,0.0,0.0
414,Caravelas,BR,-17.71,-39.25,75.69,84,89,7.7,overcast clouds,0.0,0.0
415,Shache,CN,38.42,77.24,16.05,78,0,4.0,clear sky,0.0,0.0
416,Tommot,RU,58.96,126.29,-18.0,83,100,7.47,overcast clouds,0.0,0.0
417,Tumaco,CO,1.8,-78.82,75.51,91,100,11.63,light rain,0.13,0.0
418,Dixon,US,38.45,-121.82,48.99,100,1,1.5,clear sky,0.0,0.0
419,Bithur,IN,26.63,80.28,57.2,87,40,5.1,mist,0.0,0.0
420,Ilovlya,RU,49.3,43.98,33.8,100,75,11.18,broken clouds,0.0,0.0
421,Sokode,TG,8.98,1.13,73.51,48,0,2.75,clear sky,0.0,0.0
422,Seara,PT,41.18,-7.8,36.0,9,0,1.5,clear sky,0.0,0.0
423,Aklavik,CA,68.22,-135.01,-7.6,83,100,9.17,overcast clouds,0.0,0.0
424,Caucaia,BR,-3.74,-38.65,81.0,83,75,9.17,broken clouds,0.0,0.0
425,Luderitz,NA,-26.65,15.16,62.6,82,100,9.17,overcast clouds,0.0,0.0
426,Alawalpur,IN,31.43,75.65,52.14,55,0,2.53,clear sky,0.0,0.0
427,Bay Roberts,CA,47.6,-53.26,30.0,76,100,1.99,overcast clouds,0.0,0.0
428,Fare,PF,-16.7,-151.02,81.25,75,1,16.64,clear sky,0.0,0.0
429,Lukulu,ZM,-14.37,23.24,66.15,96,100,6.15,light rain,0.68,0.0
430,Mosjoen,NO,65.84,13.19,30.2,86,0,9.17,clear sky,0.0,0.0
431,Okha,RU,53.57,142.95,-14.94,85,96,17.0,overcast clouds,0.0,0.0
432,Porto Velho,BR,-8.76,-63.9,77.0,94,40,2.24,light rain,0.15,0.0
433,Udachnyy,RU,66.42,112.4,-22.0,74,90,4.47,light snow,0.0,0.0
434,Salalah,OM,17.02,54.09,69.8,68,0,3.36,clear sky,0.0,0.0
435,Mahuva,IN,21.09,71.76,62.08,33,26,10.09,scattered clouds,0.0,0.0
436,Hollins,US,37.34,-79.94,46.0,87,100,1.34,overcast clouds,0.0,0.0
437,Haines Junction,CA,60.75,-137.51,-3.15,87,92,1.28,overcast clouds,0.0,0.0
438,Te Anau,NZ,-45.42,167.72,54.1,88,100,1.7,overcast clouds,0.0,0.0
439,Vila,PT,42.03,-8.16,33.01,94,18,2.95,few clouds,0.0,0.0
440,Bojnurd,IR,37.47,57.33,15.8,85,0,1.5,clear sky,0.0,0.0
441,Sulina,RO,45.16,29.65,48.52,87,0,13.09,clear sky,0.0,0.0
442,Arona,ES,28.1,-16.68,62.6,67,40,8.05,scattered clouds,0.0,0.0
443,Lar,IN,26.2,83.97,57.6,46,100,0.74,overcast clouds,0.0,0.0
444,Tual,ID,-5.67,132.75,84.06,75,100,14.67,light rain,0.53,0.0
445,Pinos,MX,22.3,-101.57,55.4,47,5,2.1,clear sky,0.0,0.0
446,Maningrida,AU,-12.07,134.27,92.03,59,43,10.11,scattered clouds,0.0,0.0
447,Warman,CA,52.32,-106.57,30.99,80,20,12.75,few clouds,0.0,0.0
448,Narragansett,US,41.45,-71.45,39.99,76,1,13.87,clear sky,0.0,0.0
449,Fort Nelson,CA,58.81,-122.7,-4.0,83,90,2.24,light snow,0.0,0.0
450,Isangel,VU,-19.55,169.27,78.53,84,100,11.59,light rain,0.999,0.0
451,Talcahuano,CL,-36.72,-73.12,60.8,82,0,14.99,clear sky,0.0,0.0
452,Tongzi,CN,28.78,105.09,46.63,68,81,3.94,broken clouds,0.0,0.0
453,Port Talbot,GB,51.59,-3.78,37.99,89,93,5.99,overcast clouds,0.0,0.0
454,Sao Filipe,CV,14.9,-24.5,75.02,75,7,8.63,clear sky,0.0,0.0
455,Birin,NP,26.89,88.07,47.71,69,88,2.64,overcast clouds,0.0,0.0
456,Senneterre,CA,48.38,-77.23,23.0,92,90,6.93,overcast clouds,0.0,0.0
457,Karratha,AU,-20.74,116.85,98.56,31,19,11.1,few clouds,0.0,0.0
458,San Ignacio,BZ,17.16,-89.07,78.8,83,40,6.93,scattered clouds,0.0,0.0
459,Barpali,IN,21.2,83.58,61.83,55,78,2.8,broken clouds,0.0,0.0
460,Coaldale,CA,49.72,-112.62,44.6,60,75,12.75,broken clouds,0.0,0.0
